N_Jobs_Total: 19502
N_Runs: 98
Job: 10001, N_Quanta: 4, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10055, N_Quanta: 31, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10056, N_Quanta: 31, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10057, N_Quanta: 32, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10058, N_Quanta: 32, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10059, N_Quanta: 33, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10060, N_Quanta: 33, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10061, N_Quanta: 34, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10062, N_Quanta: 34, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10063, N_Quanta: 35, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10064, N_Quanta: 35, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10065, N_Quanta: 36, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10066, N_Quanta: 36, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10067, N_Quanta: 37, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10068, N_Quanta: 37, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10069, N_Quanta: 38, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10070, N_Quanta: 38, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10071, N_Quanta: 39, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10072, N_Quanta: 39, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10073, N_Quanta: 40, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10074, N_Quanta: 40, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10075, N_Quanta: 41, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10076, N_Quanta: 41, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10077, N_Quanta: 42, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10078, N_Quanta: 42, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10079, N_Quanta: 43, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10080, N_Quanta: 43, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10081, N_Quanta: 44, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10082, N_Quanta: 44, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10083, N_Quanta: 45, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10084, N_Quanta: 45, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10085, N_Quanta: 46, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10086, N_Quanta: 46, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10087, N_Quanta: 47, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10088, N_Quanta: 47, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10089, N_Quanta: 48, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10090, N_Quanta: 48, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10091, N_Quanta: 49, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10092, N_Quanta: 49, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10093, N_Quanta: 50, epsilon: 0.49, NT_per_Second: 25, mem_slope: 0.2
Job: 10094, N_Quanta: 50, epsilon: 0.49, NT_per_Second: 50, mem_slope: 0.2
Job: 10095, N_Quanta: 2, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10096, N_Quanta: 2, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10097, N_Quanta: 3, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10098, N_Quanta: 3, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10099, N_Quanta: 4, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10100, N_Quanta: 4, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10101, N_Quanta: 5, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10102, N_Quanta: 5, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10103, N_Quanta: 6, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10104, N_Quanta: 6, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10105, N_Quanta: 7, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10106, N_Quanta: 7, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10107, N_Quanta: 8, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10108, N_Quanta: 8, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10109, N_Quanta: 9, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10110, N_Quanta: 9, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10111, N_Quanta: 10, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10112, N_Quanta: 10, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10113, N_Quanta: 11, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10114, N_Quanta: 11, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10115, N_Quanta: 12, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10116, N_Quanta: 12, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10117, N_Quanta: 13, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10118, N_Quanta: 13, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10119, N_Quanta: 14, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10120, N_Quanta: 14, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10121, N_Quanta: 15, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10122, N_Quanta: 15, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10123, N_Quanta: 16, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10124, N_Quanta: 16, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10125, N_Quanta: 17, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10126, N_Quanta: 17, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10127, N_Quanta: 18, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10128, N_Quanta: 18, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10129, N_Quanta: 19, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10130, N_Quanta: 19, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10131, N_Quanta: 20, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10132, N_Quanta: 20, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10133, N_Quanta: 21, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10134, N_Quanta: 21, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10135, N_Quanta: 22, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10136, N_Quanta: 22, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10137, N_Quanta: 23, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10138, N_Quanta: 23, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10139, N_Quanta: 24, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10140, N_Quanta: 24, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10141, N_Quanta: 25, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10142, N_Quanta: 25, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10143, N_Quanta: 26, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10144, N_Quanta: 26, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10145, N_Quanta: 27, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10146, N_Quanta: 27, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10147, N_Quanta: 28, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10148, N_Quanta: 28, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10149, N_Quanta: 29, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10150, N_Quanta: 29, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10151, N_Quanta: 30, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10152, N_Quanta: 30, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10153, N_Quanta: 31, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10154, N_Quanta: 31, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10155, N_Quanta: 32, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10156, N_Quanta: 32, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10157, N_Quanta: 33, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10158, N_Quanta: 33, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10159, N_Quanta: 34, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10160, N_Quanta: 34, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10161, N_Quanta: 35, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10162, N_Quanta: 35, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10163, N_Quanta: 36, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10164, N_Quanta: 36, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10165, N_Quanta: 37, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10166, N_Quanta: 37, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10167, N_Quanta: 38, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10168, N_Quanta: 38, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10169, N_Quanta: 39, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10170, N_Quanta: 39, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10171, N_Quanta: 40, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10172, N_Quanta: 40, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10173, N_Quanta: 41, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10174, N_Quanta: 41, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10175, N_Quanta: 42, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10176, N_Quanta: 42, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10177, N_Quanta: 43, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10178, N_Quanta: 43, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10179, N_Quanta: 44, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10180, N_Quanta: 44, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10181, N_Quanta: 45, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10182, N_Quanta: 45, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10183, N_Quanta: 46, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10184, N_Quanta: 46, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10185, N_Quanta: 47, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10186, N_Quanta: 47, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10187, N_Quanta: 48, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10188, N_Quanta: 48, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10189, N_Quanta: 49, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10190, N_Quanta: 49, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10191, N_Quanta: 50, epsilon: 0.485, NT_per_Second: 25, mem_slope: 0.2
Job: 10192, N_Quanta: 50, epsilon: 0.485, NT_per_Second: 50, mem_slope: 0.2
Job: 10193, N_Quanta: 2, epsilon: 0.48, NT_per_Second: 25, mem_slope: 0.2
Job: 10194, N_Quanta: 2, epsilon: 0.48, NT_per_Second: 50, mem_slope: 0.2
Job: 10195, N_Quanta: 3, epsilon: 0.48, NT_per_Second: 25, mem_slope: 0.2
Job: 10196, N_Quanta: 3, epsilon: 0.48, NT_per_Second: 50, mem_slope: 0.2
Job: 10197, N_Quanta: 4, epsilon: 0.48, NT_per_Second: 25, mem_slope: 0.2
Job: 10198, N_Quanta: 4, epsilon: 0.48, NT_per_Second: 50, mem_slope: 0.2
Job: 10199, N_Quanta: 5, epsilon: 0.48, NT_per_Second: 25, mem_slope: 0.2
Job: 10200, N_Quanta: 5, epsilon: 0.48, NT_per_Second: 50, mem_slope: 0.2
